ID,CATEGORY_ID,NAME,LABEL,NOTES,GROUP_BY
39f1bf8d-0248-4b54-acd2-a2bb34a11718,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-bangka,Kabupaten Bangka,1901,cities
bc62c8a8-b1e4-40d0-bc14-6f6a5f82d230,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-belitung,Kabupaten Belitung,1902,cities
65a056d7-e34e-4ff2-aab2-a0a8c9ef58f7,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-bangka-barat,Kabupaten Bangka Barat,1903,cities
60ce8b7c-97a1-48fc-94d5-5659ea864435,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-bangka-tengah,Kabupaten Bangka Tengah,1904,cities
71e78adc-5d69-41d2-b55b-4d36105159a0,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-bangka-selatan,Kabupaten Bangka Selatan,1905,cities
95516ec0-c44e-4a1f-8dbe-eae1cdc8f9c6,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kabupaten-belitung-timur,Kabupaten Belitung Timur,1906,cities
53c08805-8d68-4395-8300-fd1d39e0368a,9b6b3ef2-ccc1-4f1b-8e82-f44fd5fc495a,kota-pangkal-pinang,Kota Pangkal Pinang,1971,cities
0f8fca2e-7c20-4642-94f6-946fbd86eef9,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kabupaten-karimun,Kabupaten Karimun,2101,cities
99a74b4e-978d-4629-8998-c2b6585bbb1d,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kabupaten-bintan,Kabupaten Bintan,2102,cities
dd919968-429e-47ce-85ec-3e834dcf87c7,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kabupaten-natuna,Kabupaten Natuna,2103,cities
d23686a1-1691-4bbd-8b5e-846f18754304,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kabupaten-lingga,Kabupaten Lingga,2104,cities
36c39474-bb50-4840-b4e4-f30b56f6486a,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kabupaten-kepulauan-anambas,Kabupaten Kepulauan Anambas,2105,cities
d3b17827-1344-4eda-9bbd-84a5cfc83b49,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kota-b-a-t-a-m,Kota B A T A M,2171,cities
0c4774a7-fc7b-4488-81ce-60ec8a33391d,5c33bc63-e8f7-45c0-a020-f361dd3e9ad5,kota-tanjung-pinang,Kota Tanjung Pinang,2172,cities
afbb82a5-21a5-4291-bee6-7819031a148c,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kabupaten-kepulauan-seribu,Kabupaten Kepulauan Seribu,3101,cities
a677e38d-f6cd-4ae9-99ef-0fe66f51b563,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kota-jakarta-selatan,Kota Jakarta Selatan,3171,cities
f0d332fd-6310-4661-8b45-1fe4feac523c,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kota-jakarta-timur,Kota Jakarta Timur,3172,cities
f74d51b9-6005-49bc-bbea-51a495b8f410,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kota-jakarta-pusat,Kota Jakarta Pusat,3173,cities
137c6c66-a017-46bd-8f55-5a6e312e443a,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kota-jakarta-barat,Kota Jakarta Barat,3174,cities
51bb492d-ce7c-480f-86c8-0657ccddd210,f2d8d468-2f14-4373-9b6a-fc247dd7dceb,kota-jakarta-utara,Kota Jakarta Utara,3175,cities
5c98d353-57b8-4b50-a6df-b004ced128ca,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-bogor,Kabupaten Bogor,3201,cities
ad7d9bd1-076d-4bad-bfb9-f20920ad1d39,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-sukabumi,Kabupaten Sukabumi,3202,cities
da8c65c1-48fe-4ef5-9fac-929e4ef40db6,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-cianjur,Kabupaten Cianjur,3203,cities
a6db1de7-c1f5-4080-99bb-bf949aaca68e,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-bandung,Kabupaten Bandung,3204,cities
3c045439-5543-4b52-81e6-5a15bfe8ad6e,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-garut,Kabupaten Garut,3205,cities
5ccc100e-0e8f-4dd3-8a2f-9007cf2395d4,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-tasikmalaya,Kabupaten Tasikmalaya,3206,cities
db091cd5-4635-4451-8f92-6765a328830d,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-ciamis,Kabupaten Ciamis,3207,cities
6c5ae1f9-ba64-4d1a-8e7c-7bf6448ac34c,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-kuningan,Kabupaten Kuningan,3208,cities
de475251-c88a-49ae-861a-a096cd9313f1,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-cirebon,Kabupaten Cirebon,3209,cities
ea07d156-72f9-4b6f-a06d-862e7d5290e1,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-majalengka,Kabupaten Majalengka,3210,cities
b03b958f-7b25-4f76-b0f8-20d9d76cb6db,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-sumedang,Kabupaten Sumedang,3211,cities
d0ac6faf-ea68-4573-b839-11fccccd8657,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-indramayu,Kabupaten Indramayu,3212,cities
05111497-6e73-4909-b092-3e4e469d24a6,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-subang,Kabupaten Subang,3213,cities
91cb7d2d-79eb-497b-afc1-7ac8fd5a41c2,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-purwakarta,Kabupaten Purwakarta,3214,cities
a0776c1e-4c64-4f5c-b3c4-f5c20bebed32,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-karawang,Kabupaten Karawang,3215,cities
97dc99a9-6a61-4b4b-994c-19ac328e6964,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-bekasi,Kabupaten Bekasi,3216,cities
c749417d-5ed0-4c1b-bc60-20c2f54f3944,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-bandung-barat,Kabupaten Bandung Barat,3217,cities
0305c819-00b0-458b-9b33-ae7e18c6198a,a166cc1c-02f9-41e1-9444-2018791b9a26,kabupaten-pangandaran,Kabupaten Pangandaran,3218,cities
12113f25-8eea-4e0f-93ad-232adb2f66b1,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-bogor,Kota Bogor,3271,cities
9d043cf5-a2a1-4a4f-9d4d-ca843bebda10,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-sukabumi,Kota Sukabumi,3272,cities
a0de6e91-0c6b-49c9-8828-a44f34310861,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-bandung,Kota Bandung,3273,cities
cf18f40d-c0a7-49d0-9189-7ff6150f2da5,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-cirebon,Kota Cirebon,3274,cities
e6ba3cc2-950d-41aa-8da7-f7b9e1e0b1e6,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-bekasi,Kota Bekasi,3275,cities
cf4f96c2-5641-4415-aa70-dc20c90a1cbd,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-depok,Kota Depok,3276,cities
497260b8-dfc1-46f8-8bcb-f6a65af38b54,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-cimahi,Kota Cimahi,3277,cities
42d2defa-d545-4819-9dfc-4b68ddbb7451,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-tasikmalaya,Kota Tasikmalaya,3278,cities
f69b423b-64e5-4f80-be1a-e74ce6203520,a166cc1c-02f9-41e1-9444-2018791b9a26,kota-banjar,Kota Banjar,3279,cities
6637cd83-65cf-484e-9b69-0d6a740e5438,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-cilacap,Kabupaten Cilacap,3301,cities
3c533825-3230-48a0-973b-f327f705a78c,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-banyumas,Kabupaten Banyumas,3302,cities
61073d1c-a6d4-4318-85fd-62adaa9a3625,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-purbalingga,Kabupaten Purbalingga,3303,cities
d406d842-99f8-4034-aa1c-263978dae219,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-banjarnegara,Kabupaten Banjarnegara,3304,cities
152fd58e-5995-4e2c-abda-8f88519bbb8c,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-kebumen,Kabupaten Kebumen,3305,cities
181426c2-172c-48b2-ab08-c14a96747d3e,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-purworejo,Kabupaten Purworejo,3306,cities
4980b448-da05-40af-bfca-ffa52448a472,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-wonosobo,Kabupaten Wonosobo,3307,cities
b810f17e-5103-40cc-9832-2c5a27bec666,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-magelang,Kabupaten Magelang,3308,cities
14b15c27-8922-45dd-8e48-41103f7b230d,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-boyolali,Kabupaten Boyolali,3309,cities
610f0f94-f6a6-4360-a994-fde517af6e8b,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-klaten,Kabupaten Klaten,3310,cities
0d24b8ab-ad7b-4a24-bc3b-8fd23b34c07f,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-sukoharjo,Kabupaten Sukoharjo,3311,cities
5eef86c3-8901-4f4d-aec7-792eb3433a5e,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-wonogiri,Kabupaten Wonogiri,3312,cities
d7709eee-7aea-4d7c-bd90-b3f540cc20e2,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-karanganyar,Kabupaten Karanganyar,3313,cities
c46805f2-b891-4a1e-b5b5-274d7d74be9d,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-sragen,Kabupaten Sragen,3314,cities
68dc0e49-867f-44fc-8dc8-259dc2e5a67c,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-grobogan,Kabupaten Grobogan,3315,cities
f6809509-9b1b-4543-978e-bc2396b09260,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-blora,Kabupaten Blora,3316,cities
9e50cd28-4bde-4498-b086-2e64b3667762,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-rembang,Kabupaten Rembang,3317,cities
3157d7ba-7951-4a81-b906-13a299ed703e,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-pati,Kabupaten Pati,3318,cities
6170253b-b9ea-4fa7-9e56-7856c061628d,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-kudus,Kabupaten Kudus,3319,cities
19c1f9ba-6e89-485c-b9c7-315b866cd80a,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-jepara,Kabupaten Jepara,3320,cities
b8630828-f9e9-4f69-8545-06268de475f9,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-demak,Kabupaten Demak,3321,cities
481b1c66-0c6f-44f7-ba03-61d16a5fa74e,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-semarang,Kabupaten Semarang,3322,cities
82c254ab-0e87-4d8f-ab3e-188b9d6d53ad,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-temanggung,Kabupaten Temanggung,3323,cities
2c723101-7c0b-46d7-88ef-cf01ea2e377a,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-kendal,Kabupaten Kendal,3324,cities
6bd2ca26-8820-490b-be18-03077af0fe98,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-batang,Kabupaten Batang,3325,cities
71c9592e-495d-4afd-9ba4-ece833c97498,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-pekalongan,Kabupaten Pekalongan,3326,cities
f2c2a9ed-e1aa-4ee7-bf59-82a9cc77a848,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-pemalang,Kabupaten Pemalang,3327,cities
65a0363c-90ff-41c9-a643-06d02d2ac7eb,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-tegal,Kabupaten Tegal,3328,cities
0d4e9635-64e2-4ddd-b180-247e7a321789,e59cabe4-88c0-463a-91cf-1da33cd04391,kabupaten-brebes,Kabupaten Brebes,3329,cities
b738aa14-0bd7-4af5-9ee1-ad8ffbde3d8d,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-magelang,Kota Magelang,3371,cities
e3e1f372-8f78-4549-a3dc-5402e55faaa1,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-surakarta,Kota Surakarta,3372,cities
a357dcca-cb17-4c3e-841c-0e6b32adad99,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-salatiga,Kota Salatiga,3373,cities
b1ee1419-a4d7-406b-a02e-a2c42cd90252,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-semarang,Kota Semarang,3374,cities
811c743b-4570-4aac-8289-a6924fcf2b13,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-pekalongan,Kota Pekalongan,3375,cities
5a60c76e-0cbf-47d1-ac65-9212aea1dd3c,e59cabe4-88c0-463a-91cf-1da33cd04391,kota-tegal,Kota Tegal,3376,cities
40ef5872-8df0-4937-9dd3-904837f5efbf,3c0256a1-d673-4118-aea6-7462d931a96b,kabupaten-kulon-progo,Kabupaten Kulon Progo,3401,cities
ed9aa7c4-3ec6-4eeb-8f38-311e8f2d1b9f,3c0256a1-d673-4118-aea6-7462d931a96b,kabupaten-bantul,Kabupaten Bantul,3402,cities
59274d45-932c-47d9-8442-12bb3e4559f1,3c0256a1-d673-4118-aea6-7462d931a96b,kabupaten-gunung-kidul,Kabupaten Gunung Kidul,3403,cities
ac50679e-5574-400e-b942-75878ac3d478,3c0256a1-d673-4118-aea6-7462d931a96b,kabupaten-sleman,Kabupaten Sleman,3404,cities
cd6b0d0f-dd42-4aef-a5d0-4b1e23fdf336,3c0256a1-d673-4118-aea6-7462d931a96b,kota-yogyakarta,Kota Yogyakarta,3471,cities
85deafb7-e610-4c4c-b91a-c5c63fd4c9fa,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-pacitan,Kabupaten Pacitan,3501,cities
e9aa1774-b6cd-4078-9bb3-93809d1b6231,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-ponorogo,Kabupaten Ponorogo,3502,cities
48da6237-c5bc-4bc6-aa25-153070846c5a,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-trenggalek,Kabupaten Trenggalek,3503,cities
6966bf0b-0587-450a-ab86-223c6ef3078f,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-tulungagung,Kabupaten Tulungagung,3504,cities
2c3cfa5f-c2ea-44c4-af8d-619b9f78ecf8,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-blitar,Kabupaten Blitar,3505,cities
b61de5a7-76d0-42a2-9c15-071e639d2ae5,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-kediri,Kabupaten Kediri,3506,cities
2289c194-48af-4eae-87a2-90ca51929147,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-malang,Kabupaten Malang,3507,cities
7927ef68-6b80-4db5-a2cd-430a1c716d22,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-lumajang,Kabupaten Lumajang,3508,cities
e65acd11-2e85-4946-9784-aff00bb41520,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-jember,Kabupaten Jember,3509,cities
5ff9fd38-e1c9-48ab-8374-075aa57c69b4,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-banyuwangi,Kabupaten Banyuwangi,3510,cities
c5d70c26-6bc5-43b9-8189-5f8abad05af5,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-bondowoso,Kabupaten Bondowoso,3511,cities
a0245ffa-897e-426a-bf0d-6d7286ac59d7,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-situbondo,Kabupaten Situbondo,3512,cities
40928797-62b1-44f8-bded-f5171c8cd4a0,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-probolinggo,Kabupaten Probolinggo,3513,cities
2f65584a-2e45-4574-a61b-5a6ab4be3e3c,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-pasuruan,Kabupaten Pasuruan,3514,cities
495f1a26-79bc-467d-8dd2-017a77f8f7a0,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-sidoarjo,Kabupaten Sidoarjo,3515,cities
bfe535a4-e561-4665-bc62-762011a72012,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-mojokerto,Kabupaten Mojokerto,3516,cities
72baef78-74f3-4ca9-b555-97d1a4773c93,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-jombang,Kabupaten Jombang,3517,cities
45dec389-e995-4714-a0a4-acdcbec0c051,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-nganjuk,Kabupaten Nganjuk,3518,cities
28a429bd-b6f4-4787-8405-95dde0344d6b,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-madiun,Kabupaten Madiun,3519,cities
06a3edb1-46e7-4536-91f8-7ad536c0128d,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-magetan,Kabupaten Magetan,3520,cities
4e2e2605-3d70-482f-8f2a-e5815091f990,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-ngawi,Kabupaten Ngawi,3521,cities
22dda84f-3bc5-48fb-94bd-77e34722d770,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-bojonegoro,Kabupaten Bojonegoro,3522,cities
25d09395-8fa3-4f3e-b7f9-6c520f4f373c,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-tuban,Kabupaten Tuban,3523,cities
b5d20b6c-ad36-4e56-b3ed-6fa3ee1ff793,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-lamongan,Kabupaten Lamongan,3524,cities
10d2eabc-5e7d-4b6f-a27c-510ecea80203,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-gresik,Kabupaten Gresik,3525,cities
6d9ef4f4-f1ba-470b-aa1a-9172005adea7,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-bangkalan,Kabupaten Bangkalan,3526,cities
ec7c3ee1-2a32-4ac0-a56a-a820b86b6c25,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-sampang,Kabupaten Sampang,3527,cities
9a9cb522-d694-4104-9bbe-cea20c6e7c81,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-pamekasan,Kabupaten Pamekasan,3528,cities
15885aaa-858d-456a-80c3-34dd9ed0759a,59ac3659-446c-485b-9048-ee0906658c2e,kabupaten-sumenep,Kabupaten Sumenep,3529,cities
1882e409-a1a0-4e19-adb2-dbc5805a17fe,59ac3659-446c-485b-9048-ee0906658c2e,kota-kediri,Kota Kediri,3571,cities
ea8edfdd-93f4-4719-8f91-1f18d6b98f0a,59ac3659-446c-485b-9048-ee0906658c2e,kota-blitar,Kota Blitar,3572,cities
26561a25-baf1-4a65-a063-5dbcaa562a0a,59ac3659-446c-485b-9048-ee0906658c2e,kota-malang,Kota Malang,3573,cities
1f53e40b-b3e1-4516-8e2c-e999e055ef62,59ac3659-446c-485b-9048-ee0906658c2e,kota-probolinggo,Kota Probolinggo,3574,cities
88bbbddd-2d78-475e-8406-6320975dd35e,59ac3659-446c-485b-9048-ee0906658c2e,kota-pasuruan,Kota Pasuruan,3575,cities
771dbe61-b1e3-443c-a5f9-2c7cae59de28,59ac3659-446c-485b-9048-ee0906658c2e,kota-mojokerto,Kota Mojokerto,3576,cities
a5e51a87-9755-42e0-9bdf-c1bbdca7a68e,59ac3659-446c-485b-9048-ee0906658c2e,kota-madiun,Kota Madiun,3577,cities
45816cac-ff3d-460d-a347-ac23d37f1708,59ac3659-446c-485b-9048-ee0906658c2e,kota-surabaya,Kota Surabaya,3578,cities
7c3b4f0f-c7d5-4dd4-99e0-2b8d140778d4,59ac3659-446c-485b-9048-ee0906658c2e,kota-batu,Kota Batu,3579,cities
add3a4d6-2eea-4c36-be52-3bb1acb54f8e,e001552f-5cf0-4258-8ebd-82afacf33b01,kabupaten-pandeglang,Kabupaten Pandeglang,3601,cities
8e85f525-fe27-4232-a99c-c6722940874a,e001552f-5cf0-4258-8ebd-82afacf33b01,kabupaten-lebak,Kabupaten Lebak,3602,cities
71dce495-e991-4043-b06f-a7402150669e,e001552f-5cf0-4258-8ebd-82afacf33b01,kabupaten-tangerang,Kabupaten Tangerang,3603,cities
85fe06d7-f7fd-4d33-a308-93d933dc839b,e001552f-5cf0-4258-8ebd-82afacf33b01,kabupaten-serang,Kabupaten Serang,3604,cities
b32ae43b-64db-43dc-bacd-fc0cea928522,e001552f-5cf0-4258-8ebd-82afacf33b01,kota-tangerang,Kota Tangerang,3671,cities
fad016ed-3e5f-40b6-9050-6c2ea445c5ce,e001552f-5cf0-4258-8ebd-82afacf33b01,kota-cilegon,Kota Cilegon,3672,cities
e75e570c-ebce-44b4-9831-1f740e07ec71,e001552f-5cf0-4258-8ebd-82afacf33b01,kota-serang,Kota Serang,3673,cities
76d2a91e-b5f2-4351-b8e9-16bf3e6173a2,e001552f-5cf0-4258-8ebd-82afacf33b01,kota-tangerang-selatan,Kota Tangerang Selatan,3674,cities
53d9fcb4-4b97-45bc-af46-72e39abcfdd8,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-jembrana,Kabupaten Jembrana,5101,cities
d53d58b1-3207-4694-bde1-40e2df19999e,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-tabanan,Kabupaten Tabanan,5102,cities
cf4d5e89-1f2b-4bc8-9c2d-fb5825e2b8bf,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-badung,Kabupaten Badung,5103,cities
b5119edc-aea1-4a2c-845b-32647b81a8ab,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-gianyar,Kabupaten Gianyar,5104,cities
cf13aa47-8f0d-46f9-ba17-af5312ccbdec,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-klungkung,Kabupaten Klungkung,5105,cities
d341cf9c-2dbd-41f8-b7ad-d84fbccec9d9,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-bangli,Kabupaten Bangli,5106,cities
0264d060-e2b4-4544-818b-2aef2f494ef8,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-karang-asem,Kabupaten Karang Asem,5107,cities
6552d705-5890-49e9-97a7-e0d70829677c,184bbba6-f509-4d33-a41f-c687221b2c99,kabupaten-buleleng,Kabupaten Buleleng,5108,cities
1ee7fdb5-09b6-4b03-84ed-ad6370495e88,184bbba6-f509-4d33-a41f-c687221b2c99,kota-denpasar,Kota Denpasar,5171,cities
b5839ceb-810e-4423-b35d-324d8fc9b78b,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-lombok-barat,Kabupaten Lombok Barat,5201,cities
414a1923-e87b-44d2-b6fe-43a35b829e05,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-lombok-tengah,Kabupaten Lombok Tengah,5202,cities
d1f64e7b-3a8a-4a4b-89c5-33bb0913a51a,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-lombok-timur,Kabupaten Lombok Timur,5203,cities
28e84de8-9f97-4db5-8fb6-d32049ab1c34,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-sumbawa,Kabupaten Sumbawa,5204,cities
d2b69ed2-0d63-4300-92f7-fb07816c54c8,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-dompu,Kabupaten Dompu,5205,cities
7ac2b457-3fbd-4b18-b0f7-cc4bebec01b3,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-bima,Kabupaten Bima,5206,cities
80b2418b-b831-4a7a-bcb7-281a0c3d84b7,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-sumbawa-barat,Kabupaten Sumbawa Barat,5207,cities
8bfd75ce-4c3d-484e-b883-5c0351e7d874,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kabupaten-lombok-utara,Kabupaten Lombok Utara,5208,cities
97f91693-3372-4c2a-ba2b-9fd99fe86b05,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kota-mataram,Kota Mataram,5271,cities
7152040a-5623-48dc-bc79-d9aa11404ecd,f1a79e00-cd6f-4ec0-90cd-243cf461ffce,kota-bima,Kota Bima,5272,cities
25f848cf-2782-42e0-8d5a-b633a1ca74c4,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-sumba-barat,Kabupaten Sumba Barat,5301,cities
39130623-f530-4dbc-83b8-c790797fe6cb,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-sumba-timur,Kabupaten Sumba Timur,5302,cities
31816c7f-07ad-4e71-8455-0493ee46707f,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-kupang,Kabupaten Kupang,5303,cities
a8ecd5dd-d5b3-4fcf-8356-e38fbb73532f,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-timor-tengah-selatan,Kabupaten Timor Tengah Selatan,5304,cities
5c08ac25-4662-4052-af0b-9d775e5bfc69,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-timor-tengah-utara,Kabupaten Timor Tengah Utara,5305,cities
0c748991-fc4a-46aa-a7c1-83700a4e85d7,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-belu,Kabupaten Belu,5306,cities
604151c5-f064-4043-93dc-ec9976275cb6,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-alor,Kabupaten Alor,5307,cities
28d653f3-9a5a-4a34-9d9d-f01982ab6b51,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-lembata,Kabupaten Lembata,5308,cities
be36eac1-0d41-4236-aa5e-eb092bf4cfdc,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-flores-timur,Kabupaten Flores Timur,5309,cities
b0755b8a-f31d-4c9d-872f-c409eb86f1eb,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-sikka,Kabupaten Sikka,5310,cities
b23d1317-d60e-4deb-901b-c6d1d2b0912b,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-ende,Kabupaten Ende,5311,cities
477c441d-9d94-4fa3-abfd-189779ab6d00,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-ngada,Kabupaten Ngada,5312,cities
50dad3b6-755d-47cd-8d6b-be857d93d5d4,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-manggarai,Kabupaten Manggarai,5313,cities
28d46591-e63a-4237-b818-57ba80e02c08,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-rote-ndao,Kabupaten Rote Ndao,5314,cities
49774a33-530a-4c54-b115-7bef87cbe94a,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-manggarai-barat,Kabupaten Manggarai Barat,5315,cities
94d96651-384e-491d-ae18-1c1412220f13,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-sumba-tengah,Kabupaten Sumba Tengah,5316,cities
faf91cae-8fea-4ad4-819b-f8e4a83c075d,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-sumba-barat-daya,Kabupaten Sumba Barat Daya,5317,cities
177d8baa-436c-41d2-bd61-530c6d1c819d,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-nagekeo,Kabupaten Nagekeo,5318,cities
ebd938b8-641a-4087-b853-c2f20b2f67a4,37e83578-66f9-4416-9b04-70e167e29153,kabupaten-manggarai-timur,Kabupaten Manggarai Timur,5319,cities
